"","X","Id","Title","LocationNormalized","ContractType","ContractTime","Company","Category","SalaryNormalized","SourceName","level"
"1065",2400,55278115," snap coordinator","South East London","","","","Healthcare & Nursing Jobs",30720,"careworx.co.uk","Mid-Level"
"1066",2402,55278122," regional care consultant","Chester","full_time","","","Healthcare & Nursing Jobs",22000,"careworx.co.uk","Mid-Level"
"1067",2403,55278130," rmn needed in glasgow ph days dementia nursing home","Glasgow","full_time","","","Healthcare & Nursing Jobs",24883,"careworx.co.uk","Mid-Level"
"1068",2404,55278131," clinical lead nedeed in armagh dysngts ph res care essential","Armagh","full_time","","","Healthcare & Nursing Jobs",31680,"careworx.co.uk","Senior"
"1069",2409,55344009," restaurant supervisor","Cronton","full_time","","Salt and Pepper Steakhouse","Other/General Jobs",13440,"zartis.com","Mid-Level"
"1070",2410,55355091," finance business partner","Milton Keynes","full_time","contract","CMC Consulting Limited","Accounting & Finance Jobs",90000,"myjobs.cimaglobal.com","Senior"
"1071",2411,55362912," relationship manager","Warrington","","permanent","F1rst Commercial Recruitment Ltd","Sales Jobs",42500,"cv-library.co.uk","Senior"
"1072",2414,55373916," commercial finance manager","Birmingham","","permanent","","Logistics & Warehouse Jobs",60000,"hays.co.uk","Senior"
"1073",2416,55400204," head dental nurse","Rickmansworth","","","","Healthcare & Nursing Jobs",20650,"careworx.co.uk","Senior"
"1074",2417,55400209," community occupational therapist","Llandaff North","","","","Healthcare & Nursing Jobs",41280,"careworx.co.uk","Mid-Level"
"1075",2419,55400227," home support workers","Huddersfield","","","","Healthcare & Nursing Jobs",14000,"careworx.co.uk","Mid-Level"
"1076",2420,55400234," registered nurses rgn or rmn","UK","full_time","","","Healthcare & Nursing Jobs",21500,"careworx.co.uk","Mid-Level"
"1077",2421,55400235," fostering manager","Wales","","","","Healthcare & Nursing Jobs",38500,"careworx.co.uk","Senior"
"1078",2423,55400254," adult social worker","Birmingham","","","","Healthcare & Nursing Jobs",33600,"careworx.co.uk","Senior"
"1079",2427,55400323," livein care assistants needed urgently in  ","Westerham","part_time","","","Healthcare & Nursing Jobs",18600,"careworx.co.uk","Mid-Level"
"1080",2451,55400415," earn up to per week rewarding in care","Wales","part_time","","","Healthcare & Nursing Jobs",18500,"careworx.co.uk","Mid-Level"
"1081",2453,55400419," live in care assistant ","Norwich","part_time","","","Healthcare & Nursing Jobs",18500,"careworx.co.uk","Mid-Level"
"1082",2455,55400423," livein care assistant ","Kent","part_time","","","Healthcare & Nursing Jobs",18500,"careworx.co.uk","Mid-Level"
"1083",2460,55407890," software quality engineer","Hertfordshire","full_time","contract","LA International Computer Consultants Ltd","IT Jobs",53760,"planetrecruit.com","Mid-Level"
"1084",2461,55407918," account manager","Hampshire","full_time","permanent","ATR Solutions Limited","IT Jobs",57500,"planetrecruit.com","Senior"
"1085",2463,55407958," management accountant","West Midlands","full_time","contract","ATR Solutions Limited","IT Jobs",42500,"planetrecruit.com","Mid-Level"
"1086",2464,55407963," assembly technician electromech assembler","Hampshire","full_time","contract","Orion Electrotech","IT Jobs",15360,"planetrecruit.com","Mid-Level"
"1087",2465,55407970," business and systems analyst","Hampshire","full_time","contract","Spectrum IT Recruitment","IT Jobs",36000,"planetrecruit.com","Mid-Level"
"1088",2466,55408073," production engineer","Hampshire","full_time","permanent","Orion Electrotech","IT Jobs",29000,"planetrecruit.com","Mid-Level"
"1089",2468,55408081," aspnet vbnet developer","West Yorkshire","full_time","permanent","Lynx Recruitment Ltd","IT Jobs",31000,"planetrecruit.com","Mid-Level"
"1090",2469,55408086," injection moulding product designer","West Midlands","full_time","permanent","Concept IT","IT Jobs",36000,"planetrecruit.com","Mid-Level"
"1091",2470,55408099," embedded broadcast c software engineers ","Hampshire","full_time","permanent","Roger Jones Recruitment","Engineering Jobs",41500,"planetrecruit.com","Mid-Level"
"1092",2471,55408125," service desk project coordinator","Lancashire","full_time","permanent","Amrec","IT Jobs",27500,"planetrecruit.com","Mid-Level"
"1093",2472,55408127," c software g protocol engineer","Hampshire","full_time","permanent","Roger Jones Recruitment","Engineering Jobs",50000,"planetrecruit.com","Senior"
"1094",2473,55408128," php programmer","Newcastle Upon Tyne","full_time","permanent","JOBG8","IT Jobs",30000,"planetrecruit.com","Mid-Level"
"1095",2474,55408133," corporate actions developer","East Lothian","full_time","permanent","JOBG8","IT Jobs",40000,"planetrecruit.com","Mid-Level"
"1096",2475,55408137," test manager","Newcastle Upon Tyne","full_time","permanent","JOBG8","IT Jobs",45000,"planetrecruit.com","Senior"
"1097",2476,55408138," sas data developer","West Midlands","full_time","permanent","JOBG8","IT Jobs",45000,"planetrecruit.com","Mid-Level"
"1098",2478,55408194," software firmware test engineer","Midlothian","full_time","permanent","Migration","IT Jobs",50000,"planetrecruit.com","Mid-Level"
"1099",2479,55408201," head of release manager","London","full_time","permanent","Migration","IT Jobs",90000,"planetrecruit.com","Senior"
"1100",2480,55408208," java software engineer","Berkshire","full_time","permanent","Migration","IT Jobs",60000,"planetrecruit.com","Senior"
"1101",2481,55408210," front end developer","East Lothian","full_time","permanent","Migration","IT Jobs",24000,"planetrecruit.com","Mid-Level"
"1102",2484,55408222," support analyst","London","full_time","permanent","Migration","IT Jobs",40000,"planetrecruit.com","Senior"
"1103",2486,55408226," sap payroll consultant","West Midlands","full_time","permanent","Migration","IT Jobs",60000,"planetrecruit.com","Mid-Level"
"1104",2487,55408227," availability analyst","Hertfordshire","full_time","permanent","Migration","IT Jobs",35000,"planetrecruit.com","Mid-Level"
"1105",2488,55408230," configuration analyst","London","full_time","permanent","Migration","IT Jobs",44999,"planetrecruit.com","Mid-Level"
"1106",2489,55408231," software architect  to k doe","London","full_time","permanent","Migration","IT Jobs",80000,"planetrecruit.com","Mid-Level"
"1107",2492,55408284," cisco presales in sheffield k package","South Yorkshire","full_time","permanent","Amrec","IT Jobs",57500,"planetrecruit.com","Mid-Level"
"1108",2493,55408323," performance reports analyst","Kent","full_time","contract","Ashton Consulting ","IT Jobs",22080,"planetrecruit.com","Mid-Level"
"1109",2494,55408345," exciting embedded c software engineer","Gloucestershire","full_time","permanent","Set2Recruit Ltd","IT Jobs",32500,"planetrecruit.com","Mid-Level"
"1110",2495,55408364," ecommerce solutions architect north ","London","full_time","permanent","JOBG8","IT Jobs",70000,"planetrecruit.com","Mid-Level"
"1111",2496,55408366," ui developer","London","full_time","permanent","JOBG8","IT Jobs",60000,"planetrecruit.com","Mid-Level"
"1112",2499,55408385," oracle systems manager","Oxfordshire","full_time","permanent","JOBG8","IT Jobs",75000,"planetrecruit.com","Senior"
"1113",2500,55408391," oracle financial consultant","London","full_time","permanent","JOBG8","IT Jobs",55000,"planetrecruit.com","Mid-Level"
"1114",2501,55408417," it support engineer","Llanbedr Dyffryn Clwyd","full_time","permanent","Forces Recruitment Services  Ltd","Other/General Jobs",20000,"planetrecruit.com","Mid-Level"
"1115",2502,55408430," website designerdeveloper online designer integrator letchworth garden","Hertfordshire","full_time","permanent","Additional Resources","IT Jobs",27500,"planetrecruit.com","Mid-Level"
"1116",2503,55408433," campaign information analyst","Somerset","full_time","permanent","JOBG8","IT Jobs",30000,"planetrecruit.com","Mid-Level"
"1117",2504,55408436," data centre shift lead west  up to doe","London","full_time","permanent","JOBG8","IT Jobs",44999,"planetrecruit.com","Senior"
"1118",2505,55408439," technical consultant","West Midlands","full_time","permanent","JOBG8","IT Jobs",45000,"planetrecruit.com","Mid-Level"
"1119",2506,55408440," it security consultant","Hampshire","full_time","permanent","JOBG8","IT Jobs",50000,"planetrecruit.com","Mid-Level"
"1120",2507,55408452," websiteportal systems development manager","London","full_time","permanent","JOBG8","IT Jobs",74999,"planetrecruit.com","Senior"
"1121",2509,55408456," b2b telesales executive","Gloucestershire","full_time","permanent","JOBG8","IT Jobs",24999,"planetrecruit.com","Mid-Level"
"1122",2510,55408458," exterior trim designer","West Midlands","full_time","permanent","Concept IT","IT Jobs",36000,"planetrecruit.com","Mid-Level"
"1123",2511,55408474," business analyst","Avon","full_time","contract","LA International Computer Consultants Ltd","IT Jobs",62400,"planetrecruit.com","Mid-Level"
"1124",2512,55408480," safety and reliability engineers","Hertfordshire","full_time","permanent","Mass Consultants Ltd","Other/General Jobs",45000,"planetrecruit.com","Senior"
"1125",2513,55408481," rf systems engineers","Hertfordshire","full_time","contract","Mass Consultants Ltd","Other/General Jobs",74880,"planetrecruit.com","Mid-Level"
"1126",2514,55408484," infosec engineer","Avon","full_time","permanent","Mass Consultants Ltd","Other/General Jobs",40000,"planetrecruit.com","Senior"
"1127",2516,55408495," wintel engineer","Surrey","full_time","permanent","Set2Recruit Ltd","IT Jobs",45000,"planetrecruit.com","Senior"
"1128",2517,55408504," c c software engineers","Hertfordshire","full_time","contract","Mass Consultants Ltd","Other/General Jobs",78720,"planetrecruit.com","Mid-Level"
"1129",2518,55408514," systemsnetwork analyst","London","full_time","permanent","JOBG8","IT Jobs",50000,"planetrecruit.com","Senior"
"1130",2519,55408519," 1st line support","Hertfordshire","full_time","permanent","JOBG8","IT Jobs",25000,"planetrecruit.com","Mid-Level"
"1131",2520,55408718," business systems integration developer","West Lothian","full_time","permanent","JOBG8","IT Jobs",55000,"planetrecruit.com","Mid-Level"
"1132",2521,55408719," build engineer","Bedfordshire","full_time","permanent","JOBG8","IT Jobs",45000,"planetrecruit.com","Mid-Level"
"1133",2522,55408720," infrastructure security engineer","Hampshire","full_time","permanent","JOBG8","IT Jobs",40000,"planetrecruit.com","Mid-Level"
"1134",2523,55408732," is business analyst","London","full_time","permanent","JOBG8","IT Jobs",45100,"planetrecruit.com","Mid-Level"
"1135",2524,55408733," order fulfilment process manager","Bedfordshire","full_time","permanent","JOBG8","IT Jobs",65000,"planetrecruit.com","Senior"
"1136",2525,55408768," sharepoint designer aspnet c html javascript sharepoint 2010","West Midlands","full_time","permanent","JOBG8","IT Jobs",35938,"planetrecruit.com","Mid-Level"
"1137",2526,55408769," sharepoint consultant","London","full_time","permanent","JOBG8","IT Jobs",55000,"planetrecruit.com","Mid-Level"
"1138",2528,55408791," it project manager","Cambridgeshire","full_time","permanent","JOBG8","IT Jobs",55000,"planetrecruit.com","Senior"
"1139",2530,55408795," inside sales lead generation dutch finnish italian german","Belfast","full_time","permanent","JOBG8","IT Jobs",22000,"planetrecruit.com","Senior"
"1140",2531,55408796," network engineer","Antrim","full_time","permanent","JOBG8","IT Jobs",35000,"planetrecruit.com","Mid-Level"
"1141",2532,55408797," online social mediaforum moderators german dutch norwegian","Belfast","full_time","permanent","JOBG8","IT Jobs",16000,"planetrecruit.com","Mid-Level"
"1142",2533,55408800," websphere application server analyst","London","full_time","permanent","JOBG8","IT Jobs",35000,"planetrecruit.com","Mid-Level"
"1143",2534,55408812," hpc software engineerhpc software specialisthpc developer","Cambridgeshire","full_time","permanent","JOBG8","IT Jobs",35938,"planetrecruit.com","Mid-Level"
"1144",2536,55408846," network manager","Berkshire","full_time","permanent","JOBG8","IT Jobs",45000,"planetrecruit.com","Senior"
"1145",2538,55408852," progress gl developer","West Midlands","full_time","permanent","JOBG8","IT Jobs",31750,"planetrecruit.com","Mid-Level"
"1146",2539,55408854," sharepoint developer","Wiltshire","full_time","permanent","JOBG8","IT Jobs",50000,"planetrecruit.com","Mid-Level"
"1147",2540,55408942," c net developer","West Sussex","full_time","permanent","Executive Recruitment Services","IT Jobs",37500,"planetrecruit.com","Mid-Level"
"1148",2542,55408951," contracts administrator","Bedfordshire","full_time","permanent","Executive Recruitment Services","IT Jobs",21000,"planetrecruit.com","Mid-Level"
"1149",2543,55408955," applications developer","Warwickshire","full_time","permanent","JOBG8","IT Jobs",45000,"planetrecruit.com","Senior"
"1150",2544,55408956," test analyst","Somerset","full_time","permanent","JOBG8","IT Jobs",35000,"planetrecruit.com","Mid-Level"
"1151",2545,55408958," c web developer","Warwickshire","full_time","permanent","JOBG8","IT Jobs",45000,"planetrecruit.com","Senior"
"1152",2546,55408959," vbnet developer","Nottinghamshire","full_time","permanent","JOBG8","IT Jobs",40000,"planetrecruit.com","Mid-Level"
"1153",2550,55409107," business systems analyst","Herefordshire","full_time","permanent","JOBG8","IT Jobs",40000,"planetrecruit.com","Mid-Level"
"1154",2551,55409125," business development analyst","Belfast","full_time","permanent","JOBG8","Consultancy Jobs",19000,"planetrecruit.com","Junior"
"1155",2554,55409131," database administrator","Antrim","full_time","permanent","JOBG8","IT Jobs",35000,"planetrecruit.com","Mid-Level"
"1156",2557,55409141," it managerproject manager","London","full_time","permanent","JOBG8","IT Jobs",45000,"planetrecruit.com","Senior"
"1157",2558,55409142," it officerhead of it","Angus","full_time","permanent","JOBG8","IT Jobs",45000,"planetrecruit.com","Senior"
"1158",2559,55409161," messaging and technical specialist","UK","full_time","permanent","JOBG8","IT Jobs",50000,"planetrecruit.com","Mid-Level"
"1159",2560,55409176," finance business systems analyst","Nottinghamshire","full_time","permanent","JOBG8","IT Jobs",45000,"planetrecruit.com","Mid-Level"
"1160",2561,55409177," pbx sales executive","Hampshire","full_time","permanent","JOBG8","IT Jobs",50000,"planetrecruit.com","Mid-Level"
"1161",2562,55409178," it engineer","Lincolnshire","full_time","permanent","JOBG8","IT Jobs",30000,"planetrecruit.com","Senior"
"1162",2563,55409194," statisticiandata analyst","Hampshire","full_time","permanent","JOBG8","IT Jobs",35000,"planetrecruit.com","Mid-Level"
"1163",2566,55409220," sap data services bods consultant","Hertfordshire","full_time","permanent","JOBG8","IT Jobs",60000,"planetrecruit.com","Mid-Level"
"1164",2567,55409222," sap portal consultant","London","full_time","permanent","JOBG8","IT Jobs",70000,"planetrecruit.com","Senior"
"1165",2568,55409224," programme delivery manager","London","full_time","permanent","JOBG8","IT Jobs",75000,"planetrecruit.com","Senior"
"1166",2570,55409249," oracle erp technical developer","London","full_time","permanent","JOBG8","IT Jobs",60000,"planetrecruit.com","Mid-Level"
"1167",2571,55409255," sql dba","London","full_time","permanent","JOBG8","IT Jobs",50000,"planetrecruit.com","Mid-Level"
"1168",2572,55409256," sql dba accountancy top 4 upto","London","full_time","permanent","JOBG8","IT Jobs",50000,"planetrecruit.com","Mid-Level"
"1169",2573,55409302," cisco channel sales manager","Surrey","full_time","permanent","Palm IT Services","IT Jobs",72500,"planetrecruit.com","Senior"
"1170",2574,55409315," lead developer","Somerset","full_time","permanent","JOBG8","IT Jobs",42000,"planetrecruit.com","Senior"
"1171",2575,55409349," applications security specialist","Hampshire","full_time","permanent","JOBG8","IT Jobs",50000,"planetrecruit.com","Senior"
"1172",2576,55409350," sharepoint and applications manager","Bedfordshire","full_time","permanent","JOBG8","IT Jobs",55000,"planetrecruit.com","Senior"
"1173",2577,55409370," technical onsultant","Oxfordshire","full_time","permanent","JOBG8","IT Jobs",40000,"planetrecruit.com","Mid-Level"
"1174",2578,55409371," it development solutions manager","West Midlands","full_time","permanent","JOBG8","IT Jobs",50000,"planetrecruit.com","Senior"
"1175",2579,55409372," programmer analyst","Surrey","full_time","permanent","JOBG8","IT Jobs",25000,"planetrecruit.com","Mid-Level"
"1176",2582,55409435," application team leader","Essex","full_time","permanent","JOBG8","IT Jobs",36313,"planetrecruit.com","Senior"
"1177",2583,55409436," sql developer","Surrey","full_time","permanent","JOBG8","IT Jobs",30000,"planetrecruit.com","Junior"
"1178",2584,55409440," datacentre manager","Essex","full_time","permanent","JOBG8","IT Jobs",50000,"planetrecruit.com","Senior"
"1179",2585,55409454," sharepointnet developer","Lancashire","full_time","permanent","JOBG8","IT Jobs",40000,"planetrecruit.com","Mid-Level"
"1180",2586,55409456," calling any german forum moderators","Belfast","full_time","permanent","JOBG8","IT Jobs",14144,"planetrecruit.com","Mid-Level"
"1181",2587,55409483," it support analyst","Hampshire","full_time","permanent","JOBG8","IT Jobs",23000,"planetrecruit.com","Mid-Level"
"1182",2588,55409494," linux systems engineer","Midlothian","full_time","permanent","Abrecco","IT Jobs",27000,"planetrecruit.com","Mid-Level"
"1183",2589,55409539," embedded software engineer","Surrey","full_time","permanent","Enterprise Recruitment Ltd","Engineering Jobs",40000,"planetrecruit.com","Mid-Level"
"1184",2591,55409542," graduate embedded software engineer","Cambridgeshire","full_time","permanent","Enterprise Recruitment Ltd","Engineering Jobs",28500,"planetrecruit.com","Mid-Level"
"1185",2592,55409543," two c software engineers","Hertfordshire","full_time","permanent","Enterprise Recruitment Ltd","Engineering Jobs",40000,"planetrecruit.com","Mid-Level"
"1186",2593,55409560," systems engineer","Hertfordshire","full_time","permanent","JOBG8","IT Jobs",50000,"planetrecruit.com","Mid-Level"
"1187",2594,55409561," epm management consultant","London","full_time","permanent","JOBG8","IT Jobs",95000,"planetrecruit.com","Mid-Level"
"1188",2595,55409574," devops engineer","London","full_time","permanent","JOBG8","IT Jobs",60000,"planetrecruit.com","Mid-Level"
"1189",2596,55409576," technical software consultant","London","full_time","permanent","JOBG8","IT Jobs",50000,"planetrecruit.com","Mid-Level"
"1190",2597,55409584," decision analytics consultant","London","full_time","permanent","JOBG8","Consultancy Jobs",50000,"planetrecruit.com","Mid-Level"
"1191",2598,55409585," principal developer","London","full_time","permanent","JOBG8","IT Jobs",75000,"planetrecruit.com","Senior"
"1192",2599,55409587," mvno enterprise architect","London","full_time","permanent","JOBG8","IT Jobs",85000,"planetrecruit.com","Mid-Level"
"1193",2600,55409588," qa automation engineer","London","full_time","permanent","JOBG8","IT Jobs",45000,"planetrecruit.com","Mid-Level"
"1194",2604,55409623," principal software engineer","Derbyshire","full_time","permanent","Enterprise Recruitment Ltd","Engineering Jobs",45000,"planetrecruit.com","Mid-Level"
"1195",2607,55409650," change manager","Hertfordshire","full_time","permanent","JOBG8","IT Jobs",50000,"planetrecruit.com","Senior"
"1196",2608,55409653," systems implementation manager","London","full_time","permanent","JOBG8","IT Jobs",65000,"planetrecruit.com","Senior"
"1197",2609,55409655," database administratordba","West Midlands","full_time","permanent","JOBG8","IT Jobs",55000,"planetrecruit.com","Mid-Level"
"1198",2610,55409660," python developersenior python developer","Cheshire","full_time","permanent","JOBG8","IT Jobs",40000,"planetrecruit.com","Senior"
"1199",2611,55409661," sap project manager","London","full_time","permanent","JOBG8","IT Jobs",65000,"planetrecruit.com","Senior"
"1200",2612,55409662," sap ppqm consultant","Derbyshire","full_time","permanent","JOBG8","IT Jobs",75000,"planetrecruit.com","Mid-Level"
"1201",2613,55409665," mobile developer","Merseyside","full_time","permanent","JOBG8","IT Jobs",35000,"planetrecruit.com","Senior"
"1202",2614,55409689," inventory controlproduction planner","Lancashire","full_time","permanent","Brook Street ","Manufacturing Jobs",20000,"planetrecruit.com","Mid-Level"
"1203",2615,55409700," snr software engineer","London","full_time","contract","Informatiq Consulting","IT Jobs",62400,"planetrecruit.com","Mid-Level"
"1204",2616,55409702," planning leader","West Sussex","full_time","permanent","Executive Recruitment Services","IT Jobs",35000,"planetrecruit.com","Senior"
"1205",2617,55409704," electronics hardware engineer","Hertfordshire","full_time","permanent","Informatiq Consulting","Engineering Jobs",41500,"planetrecruit.com","Mid-Level"
"1206",2620,55409712," configuration manager","Bedfordshire","full_time","permanent","Executive Recruitment Services","IT Jobs",43000,"planetrecruit.com","Senior"
"1207",2621,55409714," project plannerscheduler ms project","Bedfordshire","full_time","permanent","Executive Recruitment Services","IT Jobs",45000,"planetrecruit.com","Mid-Level"
"1208",2622,55409726," ab initio developer","London","full_time","permanent","Informatiq Consulting","IT Jobs",42500,"planetrecruit.com","Mid-Level"
"1209",2623,55409728," technical writer with authoritframemaker skills","London","full_time","permanent","Informatiq Consulting","IT Jobs",32500,"planetrecruit.com","Mid-Level"
"1210",2624,55409733," renewals sales support sales administration","Berkshire","full_time","permanent","Extech 2000 Recruitment Limited","Customer Services Jobs",19500,"planetrecruit.com","Mid-Level"
"1211",2627,55409748," front office application support analyst","London","full_time","permanent","JOBG8","IT Jobs",45000,"planetrecruit.com","Mid-Level"
"1212",2628,55409778," online infrastructure analyst","Buckinghamshire","full_time","permanent","JOBG8","IT Jobs",34999,"planetrecruit.com","Mid-Level"
"1213",2629,55409779," data center supervisor","Hertfordshire","full_time","permanent","JOBG8","IT Jobs",35000,"planetrecruit.com","Mid-Level"
"1214",2632,55409795," it dministrator","London","full_time","permanent","JOBG8","IT Jobs",24999,"planetrecruit.com","Mid-Level"
"1215",2634,55409802," software integration engineers ","Hampshire","full_time","permanent","Roger Jones Recruitment","Engineering Jobs",42500,"planetrecruit.com","Senior"
"1216",2637,55409818," classic asp web developer","London","full_time","permanent","JOBG8","IT Jobs",40000,"planetrecruit.com","Mid-Level"
"1217",2638,55409819," it helpdesk engineer","Hampshire","full_time","permanent","JOBG8","IT Jobs",23000,"planetrecruit.com","Mid-Level"
"1218",2639,55409820," qa consultant","London","full_time","permanent","JOBG8","IT Jobs",65000,"planetrecruit.com","Mid-Level"
"1219",2640,55409837," unix","London","full_time","permanent","JOBG8","IT Jobs",39257,"planetrecruit.com","Mid-Level"
"1220",2643,55409870," perl developer","Berkshire","full_time","permanent","JOBG8","IT Jobs",35000,"planetrecruit.com","Mid-Level"
"1221",2644,55409872," it support developer","Hertfordshire","full_time","permanent","JOBG8","IT Jobs",32000,"planetrecruit.com","Mid-Level"
"1222",2645,55409873," web systems developer","Bedfordshire","full_time","permanent","JOBG8","IT Jobs",35000,"planetrecruit.com","Mid-Level"
"1223",2646,55409875," systems administrator","London","full_time","permanent","JOBG8","IT Jobs",34999,"planetrecruit.com","Mid-Level"
"1224",2647,55409876," javascript developer","Hertfordshire","full_time","permanent","JOBG8","IT Jobs",45000,"planetrecruit.com","Mid-Level"
"1225",2648,55409877," java jee developer","London","full_time","permanent","JOBG8","IT Jobs",50000,"planetrecruit.com","Mid-Level"
"1226",2649,55409920," net development team leader","Staffordshire","full_time","permanent","JOBG8","IT Jobs",50000,"planetrecruit.com","Senior"
"1227",2651,55409970," programme manager","Leicestershire","full_time","permanent","Executive Recruitment Services","IT Jobs",60000,"planetrecruit.com","Senior"
"1228",2655,55409979," management information analyst","West Yorkshire","full_time","permanent","Informatiq Consulting","IT Jobs",27500,"planetrecruit.com","Mid-Level"
"1229",2656,55409984," ils specialist","London","full_time","permanent","Informatiq Consulting","IT Jobs",44000,"planetrecruit.com","Senior"
"1230",2657,55409994," subcontract programme manager","Bedfordshire","full_time","permanent","Executive Recruitment Services","IT Jobs",55000,"planetrecruit.com","Senior"
"1231",2658,55409995," assistant technical consultant","London","full_time","permanent","Informatiq Consulting","IT Jobs",32500,"planetrecruit.com","Mid-Level"
"1232",2661,55410003," control systems engineer","Leicestershire","full_time","permanent","Executive Recruitment Services","IT Jobs",30000,"planetrecruit.com","Mid-Level"
"1233",2662,55410008," ecommerce business analysts retail focused uk wide","London","full_time","permanent","Informatiq Consulting","IT Jobs",70000,"planetrecruit.com","Mid-Level"
"1234",2663,55410009," mobile solutions consultant","London","full_time","permanent","Informatiq Consulting","IT Jobs",80000,"planetrecruit.com","Senior"
"1235",2664,55410011," software programme manager","Cambridgeshire","full_time","permanent","Informatiq Consulting","IT Jobs",60000,"planetrecruit.com","Senior"
"1236",2665,55410037," non fucntional test analyst","Buckinghamshire","full_time","permanent","JOBG8","IT Jobs",60000,"planetrecruit.com","Mid-Level"
"1237",2666,55410038," middleware engineer","Buckinghamshire","full_time","permanent","JOBG8","IT Jobs",65000,"planetrecruit.com","Senior"
"1238",2667,55410039," ab initio integration team lead","Berkshire","full_time","permanent","JOBG8","IT Jobs",75000,"planetrecruit.com","Senior"
"1239",2668,55410040," technical support analyst","Buckinghamshire","full_time","permanent","JOBG8","IT Jobs",40000,"planetrecruit.com","Mid-Level"
"1240",2669,55410042," business intelligence consultant","Dorset","full_time","permanent","JOBG8","IT Jobs",40000,"planetrecruit.com","Mid-Level"
"1241",2670,55410043," software quality assurance executive","Buckinghamshire","full_time","permanent","JOBG8","IT Jobs",45000,"planetrecruit.com","Mid-Level"
"1242",2673,55410069," information manager","UK","full_time","permanent","JOBG8","IT Jobs",30267,"planetrecruit.com","Senior"
"1243",2674,55410105," php mysql developers your dream has arrived","Oxfordshire","full_time","permanent","NUepc","IT Jobs",30000,"planetrecruit.com","Mid-Level"
"1244",2675,55410112," high speed software engineer","Cambridgeshire","full_time","permanent","Enterprise Recruitment Ltd","IT Jobs",45000,"planetrecruit.com","Mid-Level"
"1245",2676,55410118," java web developer","Berkshire","full_time","permanent","Support Services Group ","Accounting & Finance Jobs",50000,"planetrecruit.com","Senior"
"1246",2677,55410122," systems center operations manager","Berkshire","full_time","contract","Lynx Recruitment Ltd","IT Jobs",90000,"planetrecruit.com","Senior"
"1247",2678,55410129," internal it sales storage","Berkshire","full_time","permanent","Extech 2000 Recruitment Limited","IT Jobs",29000,"planetrecruit.com","Mid-Level"
"1248",2679,55410137," ecm document management software sales surrey hants","Hampshire","full_time","permanent","Go Partnership","IT Jobs",35000,"planetrecruit.com","Mid-Level"
"1249",2680,55410140," net web developer","Surrey","full_time","permanent","Search Recruitment","IT Jobs",36000,"planetrecruit.com","Mid-Level"
"1250",2681,55410141," digital convergence sales consultant","Surrey","full_time","permanent","Search Recruitment","IT Jobs",45000,"planetrecruit.com","Mid-Level"
"1251",2682,55410173," business continuity coordinator","Argyll & Bute","full_time","permanent","Forces Recruitment Services  Ltd","Other/General Jobs",40000,"planetrecruit.com","Mid-Level"
"1252",2683,55410195," digital projet manager","London","full_time","permanent","Support Services Group ","Charity & Voluntary Jobs",36500,"planetrecruit.com","Senior"
"1253",2684,55410212," it sales account manager","Hampshire","full_time","permanent","Search Recruitment","IT Jobs",30000,"planetrecruit.com","Senior"
"1254",2685,55410214," software development team leader","Cambridgeshire","full_time","permanent","DMS ","Other/General Jobs",50000,"planetrecruit.com","Senior"
"1255",2686,55410225," new business field sales executive","Berkshire","full_time","permanent","Hi Calibre Personnel Ltd","IT Jobs",44000,"planetrecruit.com","Mid-Level"
"1256",2688,55410392," system development and support manager","Somerset","full_time","permanent","JOBG8","IT Jobs",42000,"planetrecruit.com","Senior"
"1257",2689,55410405," php web developer","Dorset","full_time","permanent","Excel Technical Resourcing Solutions Ltd","IT Jobs",25000,"planetrecruit.com","Mid-Level"
"1258",2691,55410479," c analyst","London","full_time","permanent","Absolute Solution Ltd","IT Jobs",51500,"planetrecruit.com","Senior"
"1259",2692,55410552," bmc itsm solution architect","London","full_time","permanent","Excel Technical Resourcing Solutions Ltd","IT Jobs",90000,"planetrecruit.com","Senior"
"1260",2693,55410569," client facing service delivery project manager","Hertfordshire","full_time","permanent","Executive Resource Group Ltd","Consultancy Jobs",50000,"planetrecruit.com","Senior"
"1261",2694,55410575," embedded linux android developer","Nottinghamshire","full_time","contract","Excel Technical Resourcing Solutions Ltd","IT Jobs",84000,"planetrecruit.com","Mid-Level"
"1262",2695,55413902," charity representative st john ambulance","Hampshire","full_time","permanent","Wesser Ltd ","Charity & Voluntary Jobs",20000,"hotrecruit.com","Mid-Level"
"1263",2696,55413949," direct marketingfundraising industry leading organisation","West Midlands","full_time","permanent","Wesser Ltd ","Travel Jobs",19000,"hotrecruit.com","Senior"
"1264",2697,55414222," contact centre manager","Hampshire","full_time","permanent","JOBG8","Customer Services Jobs",44000,"hotrecruit.com","Senior"
"1265",2698,55414504," corporate business development executive","London","full_time","permanent","JOBG8","Sales Jobs",55000,"hotrecruit.com","Mid-Level"
"1266",2699,55414510," sales negotiator","London","full_time","permanent","JOBG8","Sales Jobs",20000,"hotrecruit.com","Senior"
"1267",2702,55414632," czech speaking interest in gaming relocation assistance provided","Belfast","full_time","permanent","JOBG8","Customer Services Jobs",15500,"hotrecruit.com","Mid-Level"
"1268",2703,55414634," car sales executive","Avon","full_time","permanent","JOBG8","Sales Jobs",14999,"hotrecruit.com","Mid-Level"
"1269",2704,55414688," data planner","London","full_time","permanent","JOBG8","Sales Jobs",60000,"hotrecruit.com","Mid-Level"
