Id,Title,FullDescription,LocationRaw,LocationNormalized,ContractType,ContractTime,Company,Category,SalaryRaw,SalaryNormalized,SourceName
72703369,Senior Practitioner Children's Services,"Senior Practitioner Children s Social Care An opportunity has arisen for a Senior Practitioner within Children s Social Care in South East London Job Description With appropriate supervision, assess for and provide services to children in need within the framework of the appropriate legislation, regulations, departmental procedures and child care policy. This will include responsibility for children and families where needs are particularly complex and problematic. To ensure that services are efficiently and effectively provided, liaising as necessary with other divisions, Council Departments, N.H.S. trusts, schools, carers, voluntary and independent sector providers. To maintain high standards of professional practice within their own workload and to promote and enhance such practice within the team and division. Senior Practitioners may be responsible for supervision of some staff (up to level III Social Workers) in the service and share the operational management of the service. All post holders are expected to maintain professional standards of practice and to work in accordance with the Departmental vision, values, procedures and managerial guidance. To make recommendations to the Group Manager (or other budget holder as appropriate) regarding financial expenditure entailed in care plans and to undertake delegated financial responsibilities. To manage a caseload of children and families, facilitating the provision and co ordination of appropriate services, appropriate to the team the post holder is working in. Working within the Borough s Child Protection guidelines to undertake key worker responsibilities towards children on the child protection register and undertake responsibilities towards children looked after by the authority, commensurate with the team that the post holder is working in. Person Description In order to be successful in this role you will need to have the following skills and experience: Bachelors degree in Social Work / Dip.S.W. / C.Q.S.W., or equivalent recognised social work qualification Registration with the HCPC Appropriate and relevant experience and preferably at least three years postqualification experience of children and families social work within a statutory, voluntary or independent sector organisation Comprehensive knowledge of the Children Act **** and other relevant legislation, regulations and guidance such as national assessment framework Knowledge of the range of services, which are available to children and families, and of the organisational framework within which they are provided Knowledge of child development and of family functioning and dynamics Knowledge of methods of social work intervention The Benefits  Golden Hello  Flexible working  Continued support",London,London,,permanent,,Other/General Jobs,"33,510 - 39,789",36649,hays.co.uk
72703370,Housing Manager,"Housing Manager Coordinating, influencing and leading staff, maximising opportunities and financial performance, delivering a service which meets standards. Hays Social Housing **** **** pro rata Approx 6 months Full time hours Paignton My client requires a Housing Manager to coordinate, influence and lead staff, maximising opportunities and financial performance and delivering a service which meets the quality standards of organisation. Managing a team of seven, you will have strong people management skills, the ability to train new members of staff as well as identifying areas of development. This is a busy role where promoting resident involvement and establishing relationships is key. Monitoring Key Performance Indicators and controlling the area budget. That s why we need a strong and experienced Housing Manager who is up to date with practices and who can be a source of information. To apply please send your CV to Lisa Boullier at Hays Social Housing, Plymouth.",Paignton,Paignton,,contract,,Other/General Jobs,16.50 per hour depending on skills and experience,31680,hays.co.uk
72703372,Project Officer  Rural Development,"Project Officer  Rural Development, Omagh Hays have been appointed to recruit a Project Officer for the Rural Development Department of a leading organisation. As Project Officer, you will assist in undertaking the financial and monitoring functions required under the programme to ensure the effective and efficient distribution of funding. You will be responsible for the processing of all claims for payment and liaising closely with the verification officer. In doing so you will ensure the highest quality standards in record keeping and returns. You must possess a relevant NVQ Level IV qualification or equivalent AND 6 months experience in a financial environment OR 2 years experience in a financial environment. RSA Stage II in word processing along with excellent written and verbal communication skills and word processing experience is essential. Candidates must have a current licence and have access to a form of transport to carry out the duties of the post in full. Experience of Finance Monitoring of EU/Statutory programmes is desirable. We are interested in any candidates who meet the above criteria and are available immediately. This position will last for approximately **** month.",Omagh,Omagh,,contract,,Other/General Jobs,15000 - 16000,15500,hays.co.uk
72703373,Procurement Officer,"Hays Procurement Supply Chain are assisting a key public sector client in the recruitment for a Procurement Officer to join their procurement team on a 12 month contract. As a Procurement Officer you will responsible as a team to deliver the new procurement strategy and rolling this out to the organisation. You will be responsible for delivering training of procurement theory and knowledge to the business. Provide excellent service to colleagues to meet the organisations requirements to achieve procurement savings. Develop and deliver innovative training to assist colleagues in individual procurement activities. Help lead and support colleagues in the delivery of OJEU compliant tenders providing strategic and operational advice. Successful candidates will have proven indirect experience. Exposure to OJEU would be a benefit, however public sector knowledge is essential. For more information contact Aimee Villette on **** ****",Bath,Bath,,permanent,,Other/General Jobs,"22,000-25,000",23500,hays.co.uk
72703374,Social Worker  Sensory Impairment,"EXPERIENCED QUALIFIED SOCIAL WORKER REQUIRED FOR NATIONAL CHARITY Based in Selby but responsible for the Northern Region Six month contract, 35 hours per week **** per annum  benefits Our client, a national charity who help blind exservice men and women lead fulfilling and independent lives, are seeking an experienced Social Worker for a temporary six month contract in the North of England. The Social Worker position will based within Selby but will cover the areas North Yorkshire, East Riding and North Lincolnshire. With the support of an Area Welfare Manager, you will take responsibility for a caseload of exservice men and women, providing physical and emotional support and aiding the individual to adjust to sight loss and overcome challenges they may face. Each client may also have other disabilities or health conditions. You will be the first point of contact for new service users, carrying out an assessment of need and advising the service user and other beneficiaries on how their identified needs may be met by the charity or by other external services and organisations. You will then assess each care package on an ongoing basis to ensure the support provided is still relevant and necessary, liaise with statutory agencies, fundraisers, and other exservices organisations as well as assisting in the organisation and management of social clubs. The organisation also offers a number of benefits with this role including a company car, life assurance; healthcare cash back scheme, employee assistance program and sickness benefit scheme. To be suitable for this role, you must be a Qualified Social Worker, hold registration with the HCPC and have 5 years post qualifying experience. Experience working with service users with sensory impairment is highly desirable, experience with elderly clients and those with disabilities is essential",Selby but covering Northern Region,UK,,permanent,,Other/General Jobs,"39,330",39330,hays.co.uk
72703379,Management Accountant ( 6 Months ),Management Accountant ( 6 months ) ****k Our client is a well known public sector authority and they are currently recruiting for an experienced management accountant for a period of six months. The purpose of the role is to fully support the Finance Director with the the various needs of the finance function. Duties Responsibilities Includes : Preparing Monthly Management accounts; Capital Revenue Accounting; Monthly Accrual Accounting; Reviewing Business Case proposals; Preparing Budget and Monitoring rounds; Project Reporting Preparing year end accounts; For a full detailed spec and or confidential discussion in relation to the post call Tom Wilkinson on **** **** or alternatively send your cv through the web based portal.,Belfast City,UK,,contract,,Other/General Jobs,30000,30000,hays.co.uk
72703380,Social Worker  Childrens Safeguarding Team,"Child Protection Social Worker Job ThreeMonth Contract York ****  ****/hour We are currently seeking an experienced Social Worker for a threemonth contract for City of York Council. You will work with children, young people and families with a variety of needs and manage a complex caseload, striving to deliver excellent practice, which is focused on making a difference to children s lives. The successful applicant will be a qualified and registered Social Worker with a minimum of 2 years experience managing complex caseloads. Your experience must include assessment; care planning and review of resources required to effectively safeguard and promote the welfare of each child.",York,York,,contract,,Other/General Jobs,21.00 - 24.00/hour,43200,hays.co.uk
72703385,Payroller,NEED PAYROLLERS WITH ESR WHO HAVE WORKED AT PREVIOUS NHS ORGANSATIONS PLEASE APPLY IMMEDAITLEY AS ONGOING ROLES THE CLIENT IS LOOKING FOR **** CANDIDATES ESSENTIAL YOU MUST HAVE USED ESR,London,London,,contract,,Other/General Jobs,"28,000",28000,hays.co.uk
72703387,Commercial Account Manager,"Commercial Account Manager Role An opportunity has arisen to work for a Commercial Account Manager to work for our Public Sector client based in London. Main purpose of role: Reporting into the Commercial Director of Programmes Projects you will manage the relationship between the client and the provider of an Education website. You may also be required to take on new commercial trading accounts as they develop/come on line Job Description: Establish a positive and mutually supportive relationship with the prime supplier Ensure that the supplier establishes and maintains a credible business plan Ensure that the business plan reflects the clients values, strategy and goals Work with the supplier to ensure that they have full support to achieve income targets Ensure that the client achieves viable and sustainable income streams from the website Establish and maintain an effective and long term account management strategy Provide regular updates/reporting on performance and projections Ensure that mitigating/corrective actions are implemented where necessary to protect income Provide a risk framework and management strategy that ensures the client is not exposed to reputational or financial risk Establish a 3 year plan for the performance of the website Work with the supplier to ensure that the website maintains credibility and establishes itself as a leading and innovative delivery model for TNE and other services Work with the supplier to establish/develop and maintain positive forward looking and valuable relationships with clients Work with the wider E S community to ensure that core strategy developments are reflected through our on line offering Work with the supplier and E S to identify opportunities for growth and development Person Specification: In order to be successful in this role you will need to demonstrate the following skills and experience: Commercially aware Supplier management Business development Market knowledge (desirable) Presentation skills Reporting, forecasting and accuracy Growth of commercial activities developed through supplier relationships Business development activities through online offerings Identifying and managing delivery partners for a global business model  (looking ahead) Managing complex global trading models  (looking ahead) Experience of managing technology suppliers Essential Min **** years in a sales/business development/supplier management environment Min 3 years sales experience Supplier management experience Demonstrable business development skills Negotiation and collaboration skills The Benefits: Flexible working hours Employee Assistance Programme Generous maternity and paternity leave Cycle to work Scheme Interestfree season ticket loan 32 days holiday Performance bonus Child care vouchers",London,London,,permanent,,Other/General Jobs,"47,000 - 65,000",56000,hays.co.uk
72703405,Salaried GP,"At DMC Healthcare we believe the delivery of excellent patient care is about being better better informed, better trained and having better skills. An opportunity has presented for highly motivated and forward thinking GP to join our practice team in DMC Chadwick Road. The practice list size is circa **** The practice is housed in brand new purpose build facility and we are very excited to share the space with pharmacy at the beginning of New Year. We are well organised practice and we successfully migrated to EMIS Web. The staff benefits from up to date technology, a professional working environment with support from peers. For the successful applicants we offer a competitive salary with NHS Pension and MDU cover. INFORMAL VISITS AND ENQUIRIES WELCOME. Please contcat Sabina GrzedaMcArthur on **** **** **** or **** For further information and to apply, please click on the Apply Now button Email adress: sabina.grzedamcarthurnhs.net",South London SE15,South Bermonsey,full_time,permanent,DMC Healthcare,Healthcare & Nursing Jobs,70K + (DOE),70000,jobs.gponline.com
72703407,HR Ops Manager (North Region),"My retail client are currently recruiting for a HR Operations Manager to join their team. Looking after a region spanning from Macclesfield through to Scotland, you will cover **** branches with a headcount of circa **** The role will be both operational and strategic, supporting the delivery of the HR Strategy, however initially will have quite a strong Employee Relations focus as they are in the process of rolling out training to the line managers to deal with initial stages of ER issues, as currently, it is quite a grievance led culture. The role will have 2 direct reports, and applicants MUST have remote management experience and be able to demonstrate this previously, as the role will involve travel for the team and all members can be in different locations each day. The successful applicant will act as a key part of the Senior Divisional team to drive performance and deliver key KPI s along with the co aching and supporting of Regional Development Managers and Branch Managers. They will support the development of their direct reports. Experience of leading change management initiatives will be beneficial as my client are in the process of going through a culture change program. CANDIDATE PROFILE: Ideally CIPD qualified with a strong background in HR ideally within a retail environment Possess the ability to influence and challenge Managers Proven track record in developing positive working relationships with Trade Unions Previous experience in a regional role and within a regulated industry Flexible approach to travel and happy to be based throughout the NorthWest and Scotland regions In return for the above, you will be provided with a competitive salary and industry leading benefits.",Manchester,Manchester,,permanent,,Scientific & QA Jobs,"35,000 - 42,000 DOE",38500,hays.co.uk
72703410,Legal Cashier,"LEGAL CASHIER JOB. A top Legal firm based in Central London are looking for a Legal Cashier to join their team covering someone whilst they go on maternity leave for 6 months. This role will be ensuring full,l compliance with the SAR's audit, clearing residual balances, payment runs, month end duties as well as providing full cover to the other cashiers in the team. To be considered for the role you must have experience working as a Legal Cashier in a medium to large firm and have full knowledge of SAR's. Please only apply if you are immediately available or on short notice.",London,London,,contract,,Legal Jobs,18- 20 per hour,36480,hays.co.uk
72703415,Postroom Operator,"A prestigious chambers (Law firm) in the City of London requires a post room operator (facilities assistant) to join the expanding team based in Temple (London.) The right candidate would have a proven track record working in a post room facility and have the ability to maintain and archive all papers and documents for the chambers. Prior knowledge of sorting and distributing post in a large and demanding environment is essential. The desired applicant would have outstanding customer services skills, be used to working in a highly pressured environment and responding to requests at the last minute. You should be able to demonstrate that you work in an accurate, diligent and enthusiastic manner. The right candidate would have previous experience dealing with all incoming and outgoing post, including DX, FedEx, courier post. Keeping uptodate records where necessary for recharging to barristers and be able to work calmly under pressure . Other duties include but are not limited to;  Monitor stocks of all stationery and printed items, keeping an electronic database (updated daily/weekly) of all supplies and work with the Post Room Manager with the ordering of stationery ensuring that proper stocks of necessary items are maintained in chambers with particular regard to stocks of paper, both copying and printed. To provide monthly reports of stationery usage to the Office Manager.  Work in conjunction with the Post Room Manager to perform all usual copying tasks, filing and binding tasks as requested. To ensure that all photocopiers are kept in good order and paper levels are properly maintained at all times. Including keeping a maintenance service log and to be one of the contact points for third party maintainers employed to service and maintain the photocopiers.  To maintain in conjunction with the Post Room Manager an in/out system for copying jobs, alerting a junior clerk/the relevant barrister once copying work is ready for collection from the print room and maintaining a log of copying work done. Ensuring that all law reports and text books are ready for return to library shelves/ members of chambers rooms once copied.  To oversee the scanning of library materials as requested and to file in the appropriate electronic folders Shift working hours: **** a.m  **** p.m. Early shift **** a.m **** p.m Late shift",Temple,Temple,,permanent,,Legal Jobs,"19,000",19000,hays.co.uk
72703423,Senior Business Travel Consultant Birmingham,"Are you an experienced senior business travel consultant looking for an exciting new challenge? Are you CRS trained? Have you worked in business travel? Do you want to progress your career with a highly reputable corporate travel company? Then business travel consultants keep reading My client is a market leader in business travel, currently expanding their Birmingham business travel office and looking for Galileo trained, experienced senior business travel consultants. They offer a varied and challenge role, in a friendly office environment, with good longterm career prospects and benefits DETAILED JOB DESCRIPTION:  Taking enquiries over the phone and also via email regarding business travel arrangements  Working on multiple accounts of small to medium enterprises, this is a varied role  Booking a wide variety of business travel requirements including flights, hotel, car hire, rail, transfers etc  Utilising CRS Galileo to make reservations  Offering excellent customer service, building a rapport with the clients  Executing duties according to the service level agreements for each client  Working Monday to Friday, office hours EXPERIENCE REQUIRED: My client is keen to recruit a Galileo trained business travel consultant, with good customer service skills and experience in a variety of reservations from longhaul multi sector, to budget airlines and rail. Consideration may be given to candidates from a tour operations/retail background where CRS Galileo is used on a daily basis. THE PACKAGE: This is great time to join my client; new accounts on board and expansion plans afoot They have an excellent reputation, offer a competitive basic salary and an enviable benefits pack. INTERESTED: If you are interested in this great role please follow the link to 'apply'. For more information please call Lauren at Travel Trade Recruitment on **** **** **** or email laurentraveltrdaerecruitment.co.uk",Birmingham,Birmingham,full_time,permanent,Travel Trade Recruitment,Travel Jobs,17000 - 18800 per annum + Fantastic Company!,17900,jobs.travelweekly.co.uk
72703429,Salaried General Practitioners,"Full and parttime opportunities available With over 30 years of experience, Care UK is a leading independent provider of health and social care throughout the country. We have recruited almost **** sessional GPs to our new GPled Hampshire Doctors On Call Service, HDocs, since it started in October 2012. We are now seeking a cohort of dedicated doctors to drive the service forward. You will play a central role where you ll provide support to local Hampshire patients and benefit from the support that our team structure creates. Particularly, you ll have the constant support of five Clinical Leads, and exposure to in hours general practice which together will offer greater access and support to revalidation, whilst also ensuring you maintain in hours skills. Working across our eight centres, you ll provide telephone based triage, facetoface consultations and home visits, allowing you to treat your patients efficiently with real autonomy. And with truly tailored working patterns  whether you d like full or parttime hours  the HDocs scheme is as flexible for our GPs as it is for our patients. Bank and Sessional opportunities are also available. For further information and to apply online please click on the Apply Now button",Hampshire-wide,UK,,,Care UK,Healthcare & Nursing Jobs,up to 100k pa plus MDU plus relocation negotiable,100000,jobs.gponline.com
72703432,"Salaried GP, Essex, 4 days per week, ****k  NHS Pension  MDU","Salaried GP needed in Essex, 4 days per week. ****k  NHS Pension  MDU ROLE This varied and exciting opportunity role would involve working in a traditional daytime practice with an NHS List size of **** patients and a staff of **** GPs. You would be supported by a Locality Lead GP, two other salaried GPs in the surgery and a team of GPs based at the nearby practices within this Essex group along with Practice Nurses an Admin Reception teams. This is a unique opportunity to help build this practice reputation within the community and help contribute to it's succes as it grows and develops enhanced services etc. Duties are likely to include:  surgery consultations  telephone consultations and queries  Minimal home visits  checking and signing repeat prescriptions LOCATION This surgery is in a modern town ideally located just off the M25, A**** and A**** for quick access into Central London. It is further connected by fantastic air and rail links, being in easy proximity to London Stansted Airport, London City Airport and the Basildon Enterprise Corridor. Set amongst beautiful countryside and rural villages, this idyllic town will provide an ideal home to anyone wishing for a peaceful, country lifestyle with speedy access to the vibrant culture of London. EMPLOYER This growing national Healthcare Provider currently offers a range of NHS Primary Care Services across the UK from a variety of settings including more traditional GP surgeries, operating within 'normal' and 'extended' hours and GP led Health Centres that are open every day of the year between 8am and 8pm. They have an outstanding reputation for developing GP s clinical and professional skills and a fully inclusive environment where all staff are treated equally and have a strong belief in working in partnership with the NHS and treating their patients and staff with the respect they deserve For more information please contact Steve Scott **** **** ****/ steve.scottglobalmedics.com OR click the Apply Now button to apply","Essex, South East",UK,full_time,permanent,Global Medics Permanent UK,Healthcare & Nursing Jobs,"Up to 81k, 4 days per week + NHS Pension + MDU",81000,jobs.gponline.com
72703435,Long Haul Travel Consultant Staffordshire,"Are you a Travel Consultant who is truly passionate about travel? Do you know longhaul travel? Can you take a client's holiday ideas and create their dream holiday? Are you a Travel Consultant with a proven target driven travel reservations background? Travel Consultants, if this sounds like you then I have a Travel Consultant vacancy offering a great salary, OTE, product and benefits A growing, reputable travel company, based in Staffordshire and specialise in long haul destinations is keen to recruit an experienced Travel Consultant to create, quote and sell travel itineraries over the phone. JOB DESCRIPTION:  Taking enquiries over the phone or via email  Use your excellent customer service and rapport building skills, taking down requirements and using these to find the clients' dream holiday  Quoting on packages and also tailormade itineraries  Using Viewdata and in house travel systems  Product focuses on luxury longhaul destinations including: Indian Ocean, Far East and Caribbean  Closing the sales to secure the booking and exceed sales targets  Selling ancillary products such as car hire and insurance EXPERIENCE REQUIRED: You must be passionate about travel, with an excellent, personable telephone manner. You will have solid worldwide destination knowledge especially of key destinations including Indian Ocean, Far East and Caribbean. As well as talk passionately about travel you must be able to clo****se the sales and secure the booking. The successful candidate will ideally have a solid travel industry background with viewdata skills. THE PACKAGE: This role offers an exceptionally good package for a Travel Consultant role of ****k  ****k basic salary (dependent on experience). The also offer: excellent commission and bonuses, heavily discounted travel, educationals, generous holiday entitlement, on going training and great career prospects INTERESTED? If you are a Travel Consultant keen to be considered for this position, follow the instructions to apply, sending your CV. For any questions please call Stephanie at Travel Trade Recruitment on **** or email stephanietraveltraderecruitment.co.uk",Staffordshire,Staffordshire,full_time,permanent,Travel Trade Recruitment,Travel Jobs,13000 - 17000 per annum + Fantastic company and comm!!,15000,jobs.travelweekly.co.uk
72703444,Home Working Cruise Consultant,"Travel Consultants, we have an amazing opportunity to join a multiaward winning Cruise Specialist as a Cruise Consultant, working from the luxury or your own home This Cruise company is the no.**** visited website for cruise in the UK and their reputation is second to none, with many clients returning time after time. They are now expanding their home based Cruise Travel Consultant team and are looking for highly sales motivated and extremely professional travel consultants to join them as homeworkers You ideally will already have had experience of working from home, will have excellent, allround cruise knowledge either from working as a cruise specialist, or having extensively cruised yourself. If you have a proven sales background and exceed targets the commission is phenomenal here JOB DESCRIPTIONS:  Taking enquiries, you will be provided a constant flow of leads generated from their websites as well as phone calls.  Quoting a wide variety of worldwide cruise itineraries, no to calls will be the same so you will be able to use your exceptional cruise knowledge to offer excellent customer service and make your enquiries want to book  Convert enquiries to bookings to exceed sales targets; commission is paid monthly when a booking is made NOT held over till the passengers depart.  Be proactive in developing additional bookings through referrals, friends and family to earn even more commissions  You will be flexible to cover shifts, on a rota basis, over seven days a week and between Mon Fri **** Sat **** Sun **** EXPEREINCE REQUIRED: The successful candidate will be highly motivated and be driven by sales and earning exceptional commission. You will ideally have previous experience of homeworking, have worked as a cruise specialist, or if not be able to provide a comprehensive overview of cruise knowledge. As this a homeworking role the knowledge is important so you are able to hit the ground running. You will be able to self promote and be able to demonstrate a proven sales/profit generated track record. THE PACKAGE: This company offer an extremely generous basic salary of ****k pa plus uncapped commission with expected earnings of between ****k  ****k in your first year  top seller earned a massive ****k This is not a job for people who want to just earn a basic INTERESTED? If you are interested in this amazing cruise homeworking opportunity, please contact Claire on **** **** **** or send your CV to clairetraveltraderecruitment.co.uk",West Midlands,West Midlands,full_time,permanent,Travel Trade Recruitment,Travel Jobs,15000 per annum + Excellent Uncapped OTE!,15000,jobs.travelweekly.co.uk
72703454,Personal Travel Expert Luxury Travel,"PERSONAL TRAVEL EXPERT Location  Birmingham Salary  **** upwards Description: We have a fabulous opportunity to join one of the UK's leading travel specialists, based in Nottingham. My client is currently recruiting for Personal Travel Experts for their busy travel branch, so if you are a sales focused, well travelled sales consultant  we want to hear from you My client is offering a competitive basic salary, plus an excellent commission structure and discounted travel. You will also have the opportunity to take part in regular 'fam' trips, where you will visit new and exciting places to develop your travel knowledge even further If you are looking for a Personal Travel Expert role with a difference and one that will offer excellent earning potential, please call or email for more information. Role of Personal Travel Experts:  Provide the best and most comprehensive service possible to all our clients within a retail environment.  Take responsibility for the clients complete satisfaction, ensuring their expectations are exceeded, whilst retaining profit margins  Answer telephone calls, handle all emails, faxes, written and personal enquiries from clients.  Working as an effective team member, assisting their facetoface clients and taking overflow calls from other sales teams as required.  Maximising sales by selling all products, including specialists  Represent the company e.g home parties  Ensure key colleagues are kept informed of any problems or opportunities relating to our products, competitors and customers, as well as urgent issues inhibiting our ability to sell.  Provide constructive feedback about our product range to your line manager  Effectively communicate any information regarding the pricing structure in comparison with our competitors.  Ensure you keep fully up to date with all current marketing campaigns both direct and trade.  To maintain and demonstrate your own level of expertise of the sales system and product knowledge.  Keep up to date on the latest information about specialist product  Attend supplier training sessions and participate in the educational programme.  Ensure you understand the importance of minimal discounting wherever possible and eliminate errors which may impact on the profit margin. Skills required for role of Personal Travel Expert :  Well travelled consultants with an excellent track record in a busy sales environment, ideally in the travel industry  Candidates must have long haul travel experience and retail; ideally from luxury or long haul agencies  Exceptional customer service skills  A positive 'can do' attitude.  Flexible and adaptable to changing priorities  Adept at planning and organising own time  Excellent written and verbal communication skills  The desire and initiative to achieve and surpass targets  Approachable manner with both colleague and clients  Resourceful and practical; can think on your feet and solve problems quickly and effectively This is a great role for a sales driven candidate to earn a high amount of money If you are interested in this position please send your CV and details online or call **** **** **** for more information.",Birmingham,Birmingham,full_time,permanent,AA Appointments,Travel Jobs,18000 - 22000 per annum + competitive,20000,jobs.travelweekly.co.uk
72703459,Senior Business Travel Consultant Birmingham,"Are you an experienced Senior Business Travel Consultant? Do you want to work for a growing, independent business travel company, that has rapid expansion plans Are you keen to move away from the impersonal business travel call centre environment and work in a professional office environment? Read on My client is a reputable independent business travel company, which has grown steadily and expects continued expansion in 2013. They are keen to recruit an experience senior business travel consultant to work in an allround business travel reservations role. JOB DESCRIPTION:  Taking calls and emails from business clients regarding their travel needs  Quoting and booking all travel needs including flights, car hire, rail hotel and ancillary services i.e. passport and visa requirements  Offering excellent customer service, building a rapport with clients.  Accounts tend to be small to medium size business  Working on CRS Galileo to make reservations  Working Monday to Friday office hours EXPERIENCED REQUIRED: My client is keen to recruit a suitably experienced Senior Business Travel Consultant. Ideally you will have Galileo CRS experience, but cross training could be provided for the right candidate. THE PACKAGE: My client is offering a competitive basic salary  bonus and benefits to be discussed at interview. There are real prospects of career progression with my client so this is a great opportunity INTERESTED: If you would like to be considered, please follow the instructions to apply. For more information please contact Stephanie at Travel Trade Recruitment on **** or email stephanietraveltraderecruitmnt.co.uk",Birmingham,Birmingham,full_time,permanent,Travel Trade Recruitment,Travel Jobs,17000 - 21000 per annum + Fantastic Company!,19000,jobs.travelweekly.co.uk
72703748,Data Architect,"A vibrant charitable institute based in Kensington is looking for an experienced Database Administrator to join their dedicated team. The organisation is currently undergoing a period of growth and requires someone to design relational databases, help with strategies for data warehouse implementation and to provide consultation on a number of projects. The postholder will be considered to be the top level data specialist within the organisation and will have experience of database administration, data analysis, migration, data modelling and data integration. A strong working knowledge of Oracle, MySQL and MSAccess is essential. The key responsibilities include: Develops strategies for data warehouse implementation following industry best practice Define data management policies to underpin data usage especially around Confidentiality, Integrity and Availability Evaluate new data sources to assess quality and determine integration approach. Demonstrates expertise in a variety of the data warehouse concepts, practices, and procedures. Relies on extensive experience and judgment to plan and accomplish goals. Has the ability to design comprehensive and creative solutions to complex and diverse business requirements. Typically reports to a manager, head of a unit/department or lead architect. Conduct requirements gathering and design sessions with customers. Works with analysts to establish clearly define business requirements that follow a business process model. Works with data suppliers to establish input and interface specifications. Perform data analysis for source system data. Create conceptual, logical and physical models for AI (and associated entities) data warehouse implementations including the proposed analytics projects Design and manage data models in data modelling product. Develop third normal form and dimensional models that adhere to data warehouse best practices. Design time variant models that support both point in time (historical) and current state analysis. Develop Source to Target Mappings from data models as data integration (ETL) specifications. Provides professional documentation of data architecture and data governance. To apply for this role contact Jake Francis at Hays IT on **** **** ****",London,London,,permanent,,Charity & Voluntary Jobs,Up to 40k,40000,hays.co.uk
72705197,Curriculum Leader  Mathematics,"Curriculum Leader Mathematics TLR 1 **** Required for September 2013 Ysgol Rhiwabon (Ruabon High School), Wrexham, LL**** ****BT Headteacher: Mr A Harding B.A.(Hons) N.P.Q.H If you are looking for an exciting career opportunity with potential to develop into a senior leader within a forward thinking school then this could be your chance to shine. Ysgol Rhiwabon is a highly successful, popular, **** **** school of approximately **** students including over **** in our successful sixth form. Situated **** miles south of Wrexham, we proudly serve our fully comprehensive catchment area. In 2011 we were graded a Band 1 School by the Welsh Government, placing us in the top 13% of schools nationally. We are seeking to appoint an enthusiastic and creative leader to drive the Mathematics department to the next stage of its development. We are looking for an innovative lead professional who is passionate about teaching and learning and committed to making a difference. The successful candidate will be able to analyse the strengths and weaknesses of the department, design and implement action plans to ensure future success and inspire those around them. The person appointed will be expected to teach across the age and ability range (including A level) and will lead the accreditation of ESW (Essential Skills Wales) Application of Number within the school. If you would like to be a part of our forwardlooking, dynamic school and want the opportunity to develop your career into a senior role within the school then please contact Andy Lowe, our recruitment partner at Hays Education. Email: andy.lowehays.com to request a full application pack (containing job description, job specification, application form and details about how to apply) or call **** **** **** for an informal discussion about the role. The school is located close to Wrexham and is easily commutable from Chester, Liverpool and Manchester. The school is committed to safeguarding and promoting the welfare of young people and expects staff and volunteers to share this commitment. This post is subject to an enhanced disclosure from the Criminal Records Bureau. The closing date for completed applications is **** Friday 22nd February 2013. Interviews will be held in March 2013.",Wrexham,Wrexham,,permanent,,Teaching Jobs,"MPS plus TLR 1 9,013",5006,hays.co.uk
72705199,TEACHER OF MATHS,"Position: Qualified Teacher Subject/Specialism: MATHS Location: East Wiltshire Contract: Temporary/Supply Pay: **** to **** per week A popular school in East Wiltshire is looking to appoint An exceptional teacher of Maths or NQT to join their successful Maths department for temporary and permanent positions starting immediately and in January 2013. This high performing school has a dedicated team of staff who have contributed to raising the academic levels of the students who attend and they are looking for a confident Maths Teacher who will join the team with the same level of commitment and enthusiasm.If you can teach Algebra using exciting and engaging methods then this is the role for you The school operates a strict behaviour policy and needs strong teachers who will uphold their policies and ensure the pupils are taught in a safe and happy environment. You must have Qualified Teacher Status in the UK, or an equivalent overseas qualification with UK teaching experience. This will allow you to deliver the National Curriculum and be properly equipped to deal with classroom management. You will be committed to raising standards and have good organisational and interpersonal skills. Energy, ambition and enthusiasm are a must As a supply teacher with Hays you will receive the following benefits:  The support of a dedicated and experienced consultant within Secondary Education  Plenty of variety and a choice of work from day to day cover and longterm assignments  Competitive rates of pay  Excellent opportunities for CPD Keep more of your hard earned pay by using Hay's approved payroll partner. We can help you keep more of your earnings through taxefficient payment methods. Details provided upon application. Hays Education is an accredited Quality Mark company and is committed to a policy of equal opportunities. We respect and value cultural and religious diversity and will not discriminate on the basis of age, gender, sexual orientation, race, ethnic origin, religion, culture or disability. Each individual is assessed on merit alone.",Wiltshire,Wiltshire,,contract,,Teaching Jobs,450 to $500 per week,22800,hays.co.uk
72705200,Marketing Officer Job,"Marketing Officer Job Use a broad range of Marketing skills to manage Campaigns and activity within the Education sector ****  **** DoE plus attractive benefits Southampton, Hampshire Our client, the University of Southampton, is one of the UK s top 15 researchintensive universities, with an international reputation for its research, teaching and enterprise activities. Currently going through a period of expansion, our client is looking to recruit **** dynamic and creative individuals with strong marketing experience to enhance our awardwinning marketing team. Successful candidates will be based in one of our Faculties working with another Marketing Officer and Senior Marketing Manager. Key responsibilities include: development and implementation of the Faculty s integrated marketing plan, which will involve advertising, compilation of publications, PR, web development and digital marketing. You will possess a Marketing or Marketing related degree, previous marketing experience in a similar role and the ability to work both independently and as part of a team. Excellent communication, organisational and time management skills are also important as you will be working on multiple projects. These posts are fulltime and on a twoyear fixed term contract. To discuss this role in further detail and receive a full application form to complete, please contact Deborah Garrett on **** **** or apply above so that I can contact you directly. Closing date for applications is Friday 8th February. If you have already applied for this vacancy directly through the University, there is no need to apply again.",Southampton,Southampton,,permanent,,Teaching Jobs,"27,000 - 33,000 DoE plus attractive benefits",30000,hays.co.uk
